,Compound Score,Negative Score,Neutral Score,Positive Score,Source Account,Tweet Date,Tweet Text
29,0.25,0.0,0.882,0.118,Fox News,Fri Sep 28 20:21:40 +0000 2018,Senator @LindseyGrahamSC speaks to reporters after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/qQWMttIrrp
30,-0.7959,0.366,0.634,0.0,Fox News,Fri Sep 28 20:16:00 +0000 2018,'Look at Me When I'm Talking to You!': Sexual Assault Victims Confront Flake Before Kavanaugh Vote https://t.co/XktYNE1VZC
31,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 20:11:22 +0000 2018,Trace Gallagher is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/yzDIRM8nlH
32,-0.3182,0.223,0.777,0.0,Fox News,Fri Sep 28 20:10:58 +0000 2018,OPINION: Kavanaugh hearing echoes Clarence Thomas-Anita Hill confrontation https://t.co/pNVwvORMGD
33,0.6908,0.0,0.749,0.251,Fox News,Fri Sep 28 20:08:37 +0000 2018,Senate GOP leaders have agreed to seek an additional FBI investigation into Supreme Court nominee Brett Kavanaugh b… https://t.co/m0NOjt0APT
34,0.3612,0.0,0.872,0.128,Fox News,Fri Sep 28 20:02:39 +0000 2018,BREAKING: Senate GOP leaders agree to seek an additional FBI background investigation into Brett Kavanaugh before a… https://t.co/hd431cb9sp
35,0.5574,0.0,0.816,0.184,Fox News,Fri Sep 28 20:00:02 +0000 2018,"In her weekly press conference, House Minority Leader @NancyPelosi called out Supreme Court nominee Brett Kavanaugh… https://t.co/KHUs5Eq97m"
36,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 19:57:54 +0000 2018,Fox News Beats CNN and MSNBC Combined in Kavanaugh Hearing Viewers https://t.co/g7yGqFD1jR
37,0.6249,0.0,0.788,0.212,Fox News,Fri Sep 28 19:53:00 +0000 2018,"Sen. @LindseyGrahamSC said he’s been doing “this legal stuff most of [his] life,” and went on to praise Judge Brett… https://t.co/Tf3n3trGfO"
38,0.0258,0.0,0.942,0.058,Fox News,Fri Sep 28 19:45:39 +0000 2018,".@SenJoniErnst on allegations against Kavanaugh: ""I do know that Dr. Ford wanted to keep this a private matter and… https://t.co/KkH4HEkmKu"
39,0.4404,0.0,0.861,0.139,Fox News,Fri Sep 28 19:44:46 +0000 2018,".@SenJoniErnst: ""[Judge Kavanaugh] has truly been put through the ringer this last week, and I feel for the family.… https://t.co/cbq5FHfMwP"
40,0.4404,0.0,0.861,0.139,Fox News,Fri Sep 28 19:32:26 +0000 2018,"@SenJoniErnst: ""[Judge Kavanaugh] has truly been put through the ringer this last week, and I feel for the family.""… https://t.co/pFK9Xiy7uX"
41,0.25,0.0,0.895,0.105,Fox News,Fri Sep 28 19:31:52 +0000 2018,Senators deliver remarks on the Senate floor after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/12rBCrqOKp
42,0.0258,0.0,0.945,0.055,Fox News,Fri Sep 28 19:23:09 +0000 2018,"@SenJoniErnst on allegations against Kavanaugh: ""I do know that Dr. Ford wanted to keep this a private matter and u… https://t.co/nJL6xPtaP7"
43,0.3612,0.0,0.865,0.135,Fox News,Fri Sep 28 19:14:42 +0000 2018,"During a meeting with the Chilean President, @POTUS discussed the Senate Judiciary Committee's vote to recommend Br… https://t.co/5bwCTj9ut6"
44,0.7269,0.0,0.747,0.253,Fox News,Fri Sep 28 19:11:43 +0000 2018,"Sen. @JeffFlake voted to recommend Brett Kavanaugh for the Supreme Court Friday, with the caveat that the @FBI inve… https://t.co/myZP86RQse"
45,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 19:02:10 +0000 2018,".@ChrisCoons: ""My Republican colleagues...accused Democrats of simply trying to hold this open past the election. T… https://t.co/aEfZvTeMKO"
46,0.25,0.0,0.895,0.105,Fox News,Fri Sep 28 19:02:09 +0000 2018,Senators deliver remarks on the Senate floor after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/9VeS5UShEB
47,-0.6124,0.238,0.762,0.0,Fox News,Fri Sep 28 18:46:40 +0000 2018,".@ChrisCoons: ""I think yesterday's very long hearing was a difficult day for Dr. Ford, a difficult for Judge Kavana… https://t.co/LzMG6UWZdZ"
48,0.5574,0.0,0.816,0.184,Fox News,Fri Sep 28 18:32:20 +0000 2018,".@POTUS on possibility of re-opening background investigation on Supreme Court nominee Brett Kavanaugh: ""I will be… https://t.co/lqwQNYjR9m"
49,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 18:25:26 +0000 2018,"Reporter: ""Have you thought at all about a replacement for Judge Kavanaugh?""

@POTUS: ""Not even a little bit.""… https://t.co/o8VAORf5gH"
50,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 18:18:20 +0000 2018,Senators speak after Senate Judiciary Committee meeting adjourns. https://t.co/6fiSRohGYx
51,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 18:08:12 +0000 2018,Senators give statements after Senate Judiciary meeting has been adjourned. https://t.co/Zoo30akunq
52,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 17:57:25 +0000 2018,.@ChuckGrassley: “The nominee will be reported to the floor.” https://t.co/FVPyEJhAJf https://t.co/ZDuQpu2GeP
53,-0.1655,0.064,0.936,0.0,Fox News,Fri Sep 28 17:53:30 +0000 2018,".@JeffFlake: “I think it would be proper to delay the floor vote for up to but not more than one week, in order to… https://t.co/2DbYjQrFpo"
54,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 17:33:34 +0000 2018,"House Republicans vote to release Russia probe transcripts, plan subpoena for Fusion GPS co-founder https://t.co/wtP0ad8zmC"
55,0.5574,0.0,0.769,0.231,Fox News,Fri Sep 28 17:29:30 +0000 2018,SOON: Senate Judiciary Committee to Vote on Kavanaugh's Supreme Court Nomination https://t.co/FVPyEJhAJf https://t.co/CCrFpn4GCd
56,0.5574,0.0,0.825,0.175,Fox News,Fri Sep 28 17:27:55 +0000 2018,Senate Judiciary Committee meets to vote on the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/STmgGOpwEf
57,0.2023,0.107,0.733,0.16,Fox News,Fri Sep 28 17:07:26 +0000 2018,JUST IN: Facebook says 50 million user accounts affected by security breach https://t.co/poBFHKN8PU
58,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 17:04:29 +0000 2018,'This Is About Smears': @SenTedCruz Says Kavanaugh Confirmation Has Become 'a Partisan Circus' https://t.co/XTAxAnEe0P
59,-0.4404,0.139,0.861,0.0,Fox News,Fri Sep 28 16:57:44 +0000 2018,".@SenJohnKennedy: “This has been an intergalactic freak show. As far as I'm concerned, Congress has hit rock bottom… https://t.co/Ivq7i26mrj"
60,0.3412,0.0,0.888,0.112,Fox News,Fri Sep 28 16:53:12 +0000 2018,".@CoryBooker: “We should not brush aside her comments, we should not belittle her testimony. We should listen to he… https://t.co/VGkN48hBPy"
61,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 16:49:23 +0000 2018,".@CoryBooker: “This is not a partisan moment, this is a moral moment in our nation. We do not have to have this vot… https://t.co/cj36kHqj8w"
62,0.2263,0.126,0.629,0.245,Fox News,Fri Sep 28 16:38:53 +0000 2018,Dem Senator: Kavanaugh's Calendar 'May Be Powerful Evidence' Backing Up Ford's Accusation https://t.co/DhXk2HqHR0
63,0.4466,0.0,0.816,0.184,Fox News,Fri Sep 28 16:37:32 +0000 2018,"RT @FoxBusiness: RECALL ALERT: Honda recalling more than 200,000 cars in the U.S. https://t.co/1QJWSm5hG3"
64,0.765,0.048,0.68,0.272,Fox News,Fri Sep 28 16:35:45 +0000 2018,".@CoryBooker: “When we swear an oath to liberty and justice for all, I don’t think we’re there yet as a country.”… https://t.co/GMMUx3cEy6"
65,0.4588,0.0,0.857,0.143,Fox News,Fri Sep 28 16:31:18 +0000 2018,.@CoryBooker: “The goodness and the decency of Republicans and Democrats in this country is self-evident and we dem… https://t.co/xjd3NFMWnA
66,0.5574,0.0,0.625,0.375,Fox News,Fri Sep 28 15:51:17 +0000 2018,.@LindseyGrahamSC’s Kavanaugh moment earns conservative praise https://t.co/cGbvcU2Wei
67,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 15:48:41 +0000 2018,Kavanaugh vote live blog -- Senate Judiciary Committee weighs in on recommending nominee https://t.co/9xAUWQUoDW
68,-0.25,0.176,0.694,0.13,Fox News,Fri Sep 28 15:25:14 +0000 2018,".@SenWhitehouse: “This may, may, be powerful corroborating evidence that the assault happened, that it happened tha… https://t.co/l1C2kZchiD"
69,-0.4588,0.182,0.818,0.0,Fox News,Fri Sep 28 15:11:05 +0000 2018,OPINION: Kavanaugh showed his daughters what it means to fight for what's right -- even when it’s hard — @LDAppell https://t.co/vNwkmsKiBT
70,0.3612,0.0,0.828,0.172,Fox News,Fri Sep 28 15:07:50 +0000 2018,"House GOP, Deputy AG Rosenstein agree to meet to discuss 'wire' report https://t.co/xyIVnDBFWQ"
71,0.7783,0.0,0.702,0.298,Fox News,Fri Sep 28 15:06:57 +0000 2018,.@Jim_Jordan: “I think it’s great news that Senator Flake has said he’s going to support Judge Kavanaugh.” https://t.co/z1JjYu6hDC
72,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:59:17 +0000 2018,Republican senators doxxed on Wikipedia by someone from House of Representatives after Kavanaugh hearing https://t.co/xMfJ7GiGfS
73,0.1332,0.088,0.752,0.16,Fox News,Fri Sep 28 14:54:02 +0000 2018,.@LindseyGrahamSC: “I’ve been doing this legal stuff most of my life. I’ve never heard a more compelling defense of… https://t.co/iMW4RDNffO
74,0.7906,0.0,0.682,0.318,Fox News,Fri Sep 28 14:53:11 +0000 2018,"Senator Lindsey Graham delivers remarks ahead of the vote on Supreme Court Justice nominee, Brett Kavanaugh.… https://t.co/Bm18yD5B5u"
75,0.5859,0.0,0.826,0.174,Fox News,Fri Sep 28 14:49:45 +0000 2018,.@LindseyGrahamSC: “I didn’t think Trump would win. I ran out of adjectives to describe how I felt about his campai… https://t.co/MIfYz7gOGz
76,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:44:25 +0000 2018,.@LindseyGrahamSC: “I know I’m a single white male from South Carolina and I’ve been told I should shut up but I wi… https://t.co/HFPowOAwhJ
77,-0.296,0.242,0.758,0.0,Fox News,Fri Sep 28 14:42:57 +0000 2018,"Prosecutor tells wavering senators she wouldn't charge Kavanaugh, as vote looms https://t.co/Yze8ixrIbX"
78,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:42:55 +0000 2018,"House Minority Leader, Nancy Pelosi, holds her weekly press conference. https://t.co/gIJtXOOa2M"
79,0.0,0.15,0.701,0.15,Fox News,Fri Sep 28 14:34:26 +0000 2018,.@LindseyGrahamSC: “Every custom the Senate has embraced before Kavanaugh has been pretty much destroyed and I don’… https://t.co/7DITZlhpN1
80,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:17:28 +0000 2018,Democrats from the House of Representatives hold a press conference on Brett Kavanaugh's nomination vote.… https://t.co/h8YWUSXQry
81,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:11:53 +0000 2018,"Senator Kamala Harris, Senator Richard Blumenthal, and Senator Mazie Hirono hold a news conference after walking ou… https://t.co/Sql1PJJ8mQ"
82,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:11:34 +0000 2018,Sen. Jeff Flake says he will vote to confirm Kavanaugh https://t.co/fwLJZ8fY1Y
83,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:09:25 +0000 2018,.@SenFeinstein: “This was not someone who reflected an impartial temperament or the fairness and evenhandedness one… https://t.co/69rimWCaC8
84,-0.5256,0.159,0.841,0.0,Fox News,Fri Sep 28 14:06:37 +0000 2018,.@SenFeinstein: “I’m very disappointed that we’re here today voting on this nomination especially in light of the t… https://t.co/3r79POJbUP
85,-0.6113,0.266,0.734,0.0,Fox News,Fri Sep 28 13:56:26 +0000 2018,.@SenAmyKlobuchar: “They’re not answering because this is so unfair Mr. Chairman.” https://t.co/4zutp0Gykb
86,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 13:49:52 +0000 2018,Democrats Call to Subpoena Mark Judge https://t.co/FVPyEJhAJf https://t.co/PvPnwV896Y
87,-0.2263,0.091,0.909,0.0,Fox News,Fri Sep 28 13:44:15 +0000 2018,"BREAKING NEWS: Arizona GOP Sen. @JeffFlake, who was undecided on Brett Kavanaugh, says he will vote to confirm the… https://t.co/jEWNUmkdG8"
88,0.5574,0.0,0.806,0.194,Fox News,Fri Sep 28 13:39:16 +0000 2018,"Senate Judiciary Committee meets to discuss nominations, including a scheduled vote on the Supreme Court nomination… https://t.co/9XGKNGSyUT"
89,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 13:31:21 +0000 2018,Kavanaugh vote live blog -- Senate Judiciary Committee weighs in on recommending nominee https://t.co/9xAUWQUoDW
90,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 13:24:08 +0000 2018,"Bill Clinton Accuser Juanita Broaddrick: Feinstein, Durbin Should 'Apologize' to Me https://t.co/zaZkFV9cN5"
91,0.0772,0.216,0.541,0.243,Fox News,Fri Sep 28 12:58:54 +0000 2018,Massachusetts fire department welcomes 9 babies in 1 year https://t.co/fdiHC6IpnH
92,-0.8625,0.425,0.575,0.0,Fox News,Fri Sep 28 12:44:07 +0000 2018,".@JohnCornyn: “I think this has been shameful. Shameful to Dr. Ford, shameful to Brett Kavanaugh.” https://t.co/sEeubf9AHa"
93,0.3182,0.0,0.753,0.247,Fox News,Fri Sep 28 12:40:28 +0000 2018,.@JohnCornyn: “I’m optimistic we’ll confirm the judge.” https://t.co/9vgkkdYqZQ
94,-0.3818,0.224,0.776,0.0,Fox News,Fri Sep 28 12:37:27 +0000 2018,Minnesota firefighter leaves his own wedding to battle blaze https://t.co/EoS2Wni0th
95,0.7425,0.0,0.69,0.31,Fox News,Fri Sep 28 12:32:38 +0000 2018,.@GeraldoRivera: “I think it is very clear now that Judge Kavanaugh will become Justice Kavanaugh.” https://t.co/CO6Pn0XuIg
96,0.5256,0.0,0.726,0.274,Fox News,Fri Sep 28 12:24:38 +0000 2018,.@mercedesschlapp: “The president is very proud of Brett Kavanaugh.” https://t.co/lxPatNle83
97,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 11:41:39 +0000 2018,.@mercedesschlapp: “Judge Kavanaugh came with the facts. He opened his heart and he spoke the truth.” https://t.co/oqAlTupsfA
98,0.7003,0.0,0.655,0.345,Fox News,Fri Sep 28 11:25:50 +0000 2018,.@GOPLeader: “The nation is better than this. We deserve better than this.” https://t.co/yy5ZUc0crw
99,0.6757,0.0,0.684,0.316,Fox News,Fri Sep 28 11:22:10 +0000 2018,".@newtgingrich: ""Is there not a single Democrat sickened by what their party is doing?"" https://t.co/96yA59Z09x"
0,0.6597,0.0,0.759,0.241,CNN Breaking News,Fri Sep 28 20:16:44 +0000 2018,"Senate GOP agrees to a week for an FBI investigation into US Supreme Court nominee Brett Kavanaugh, delaying a conf… https://t.co/Sx1ddc4nRI"
1,-0.5574,0.167,0.833,0.0,CNN Breaking News,Fri Sep 28 19:43:36 +0000 2018,"Six Palestinians died after being shot by Israeli soldiers along the fence that separates Gaza and Israel, Palestin… https://t.co/dPEkfs3x4Z"
2,-0.34,0.107,0.893,0.0,CNN Breaking News,Fri Sep 28 19:29:46 +0000 2018,The House passes the final version of a legislative package that aims to combat the opioid epidemic by a vote of 39… https://t.co/3eSpgLEGNU
3,0.4854,0.095,0.644,0.262,CNN Breaking News,Fri Sep 28 18:04:58 +0000 2018,Senate panel approves Brett Kavanaugh's Supreme Court nomination but full vote could be delayed to allow for FBI in… https://t.co/IEHMpibH1Z
4,-0.5267,0.239,0.761,0.0,CNN Breaking News,Fri Sep 28 17:05:39 +0000 2018,Facebook says an attack discovered earlier this week exposed information on nearly 50 million users… https://t.co/pAAQZDfGUz
5,0.5574,0.0,0.825,0.175,CNN Breaking News,Fri Sep 28 15:43:11 +0000 2018,"Democratic Sen. Joe Donnelly, a key vote for Supreme Court nominee Brett Kavanaugh's confirmation, says he will vot… https://t.co/JhWURmyOJs"
6,-0.4215,0.227,0.661,0.112,CNN Breaking News,Fri Sep 28 14:36:09 +0000 2018,"RT @CNNPolitics: Moments after announcing his support for Kavanaugh, Sen. Jeff Flake was immediately confronted by furious demonstrators wh…"
7,0.5574,0.0,0.841,0.159,CNN Breaking News,Fri Sep 28 13:58:17 +0000 2018,The Senate Judiciary Committee moves to vote on Brett Kavanaugh's nomination to the Supreme Court at 1:30 p.m. ET.… https://t.co/5pxklRhpcj
8,0.743,0.0,0.73,0.27,CNN Breaking News,Fri Sep 28 13:44:20 +0000 2018,Sen. Jeff Flake will vote yes to confirm Supreme Court nominee Brett Kavanaugh. He was considered a Republican swin… https://t.co/1dGjgeImX5
9,-0.6705,0.191,0.809,0.0,CNN Breaking News,Fri Sep 28 13:06:27 +0000 2018,Iraqi social media star and model Tara Fares has been killed in Baghdad. An official says two motorcyclists opened… https://t.co/KcpUYACTuJ
10,0.5574,0.0,0.833,0.167,CNN Breaking News,Fri Sep 28 04:15:35 +0000 2018,The American Bar Association is calling on the Senate Judiciary Committee to halt consideration of Supreme Court no… https://t.co/v6vKnGExAJ
11,0.5574,0.0,0.825,0.175,CNN Breaking News,Fri Sep 28 00:33:11 +0000 2018,The Senate Judiciary Committee will vote Friday morning on whether to push Brett Kavanaugh's Supreme Court nominati… https://t.co/nVFlSMxspB
12,0.3612,0.152,0.583,0.265,CNN Breaking News,Thu Sep 27 23:55:49 +0000 2018,RT @CNNPolitics: A once frustrated President Trump becomes optimistic about his Supreme Court nominee Brett Kavanaugh https://t.co/ascV5Gty…
13,0.5574,0.0,0.841,0.159,CNN Breaking News,Thu Sep 27 23:29:17 +0000 2018,RT @CNNPolitics: JUST IN: Key senators are huddling privately to discuss the future of Supreme Court nominee Brett Kavanaugh https://t.co/w…
14,-0.4404,0.218,0.782,0.0,CNN Breaking News,Thu Sep 27 21:15:09 +0000 2018,"GOP Sen. Lindsey Graham harshly criticized Democratic colleagues during questioning of Brett Kavanaugh, calling the… https://t.co/Paq3V66xYs"
15,0.296,0.0,0.909,0.091,CNN Breaking News,Thu Sep 27 20:28:51 +0000 2018,Tesla CEO Elon Musk is sued by the Securities and Exchange Commission after he tweeted he had funding to take the c… https://t.co/cOnHrIcI5X
16,-0.4939,0.275,0.583,0.142,CNN Breaking News,Thu Sep 27 19:40:07 +0000 2018,"Brett Kavanaugh passionately denies the allegations of sexual assault against him in his opening statement, calling… https://t.co/HtWtDgvy5D"
17,0.5574,0.0,0.825,0.175,CNN Breaking News,Thu Sep 27 19:10:47 +0000 2018,Supreme Court nominee Brett Kavanaugh testifies following dramatic testimony from the woman who says he sexually as… https://t.co/pknsx6aMdf
18,-0.5423,0.2,0.8,0.0,CNN Breaking News,Thu Sep 27 18:38:27 +0000 2018,"Officials believe they have found the body of Maddox Ritch, an autistic 6-year-old missing since his dad lost sight… https://t.co/njPt3pBmZo"
19,-0.4939,0.138,0.862,0.0,CNN Breaking News,Thu Sep 27 16:39:28 +0000 2018,The prosecutor hired by Republicans asked Christine Blasey Ford about her fear of flying and other trips she has ta… https://t.co/8BkKrzGwwt
20,0.6597,0.0,0.759,0.241,CNN Breaking News,Fri Sep 28 20:16:44 +0000 2018,"Senate GOP agrees to a week for an FBI investigation into US Supreme Court nominee Brett Kavanaugh, delaying a conf… https://t.co/Sx1ddc4nRI"
21,-0.5574,0.167,0.833,0.0,CNN Breaking News,Fri Sep 28 19:43:36 +0000 2018,"Six Palestinians died after being shot by Israeli soldiers along the fence that separates Gaza and Israel, Palestin… https://t.co/dPEkfs3x4Z"
22,-0.34,0.107,0.893,0.0,CNN Breaking News,Fri Sep 28 19:29:46 +0000 2018,The House passes the final version of a legislative package that aims to combat the opioid epidemic by a vote of 39… https://t.co/3eSpgLEGNU
23,0.4854,0.095,0.644,0.262,CNN Breaking News,Fri Sep 28 18:04:58 +0000 2018,Senate panel approves Brett Kavanaugh's Supreme Court nomination but full vote could be delayed to allow for FBI in… https://t.co/IEHMpibH1Z
24,-0.5267,0.239,0.761,0.0,CNN Breaking News,Fri Sep 28 17:05:39 +0000 2018,Facebook says an attack discovered earlier this week exposed information on nearly 50 million users… https://t.co/pAAQZDfGUz
25,0.5574,0.0,0.825,0.175,CNN Breaking News,Fri Sep 28 15:43:11 +0000 2018,"Democratic Sen. Joe Donnelly, a key vote for Supreme Court nominee Brett Kavanaugh's confirmation, says he will vot… https://t.co/JhWURmyOJs"
26,-0.4215,0.227,0.661,0.112,CNN Breaking News,Fri Sep 28 14:36:09 +0000 2018,"RT @CNNPolitics: Moments after announcing his support for Kavanaugh, Sen. Jeff Flake was immediately confronted by furious demonstrators wh…"
27,0.5574,0.0,0.841,0.159,CNN Breaking News,Fri Sep 28 13:58:17 +0000 2018,The Senate Judiciary Committee moves to vote on Brett Kavanaugh's nomination to the Supreme Court at 1:30 p.m. ET.… https://t.co/5pxklRhpcj
28,0.743,0.0,0.73,0.27,CNN Breaking News,Fri Sep 28 13:44:20 +0000 2018,Sen. Jeff Flake will vote yes to confirm Supreme Court nominee Brett Kavanaugh. He was considered a Republican swin… https://t.co/1dGjgeImX5
29,-0.6705,0.191,0.809,0.0,CNN Breaking News,Fri Sep 28 13:06:27 +0000 2018,Iraqi social media star and model Tara Fares has been killed in Baghdad. An official says two motorcyclists opened… https://t.co/KcpUYACTuJ
30,0.5574,0.0,0.833,0.167,CNN Breaking News,Fri Sep 28 04:15:35 +0000 2018,The American Bar Association is calling on the Senate Judiciary Committee to halt consideration of Supreme Court no… https://t.co/v6vKnGExAJ
31,0.5574,0.0,0.825,0.175,CNN Breaking News,Fri Sep 28 00:33:11 +0000 2018,The Senate Judiciary Committee will vote Friday morning on whether to push Brett Kavanaugh's Supreme Court nominati… https://t.co/nVFlSMxspB
32,0.3612,0.152,0.583,0.265,CNN Breaking News,Thu Sep 27 23:55:49 +0000 2018,RT @CNNPolitics: A once frustrated President Trump becomes optimistic about his Supreme Court nominee Brett Kavanaugh https://t.co/ascV5Gty…
33,0.5574,0.0,0.841,0.159,CNN Breaking News,Thu Sep 27 23:29:17 +0000 2018,RT @CNNPolitics: JUST IN: Key senators are huddling privately to discuss the future of Supreme Court nominee Brett Kavanaugh https://t.co/w…
34,-0.4404,0.218,0.782,0.0,CNN Breaking News,Thu Sep 27 21:15:09 +0000 2018,"GOP Sen. Lindsey Graham harshly criticized Democratic colleagues during questioning of Brett Kavanaugh, calling the… https://t.co/Paq3V66xYs"
35,0.296,0.0,0.909,0.091,CNN Breaking News,Thu Sep 27 20:28:51 +0000 2018,Tesla CEO Elon Musk is sued by the Securities and Exchange Commission after he tweeted he had funding to take the c… https://t.co/cOnHrIcI5X
36,-0.4939,0.275,0.583,0.142,CNN Breaking News,Thu Sep 27 19:40:07 +0000 2018,"Brett Kavanaugh passionately denies the allegations of sexual assault against him in his opening statement, calling… https://t.co/HtWtDgvy5D"
37,0.5574,0.0,0.825,0.175,CNN Breaking News,Thu Sep 27 19:10:47 +0000 2018,Supreme Court nominee Brett Kavanaugh testifies following dramatic testimony from the woman who says he sexually as… https://t.co/pknsx6aMdf
38,-0.5423,0.2,0.8,0.0,CNN Breaking News,Thu Sep 27 18:38:27 +0000 2018,"Officials believe they have found the body of Maddox Ritch, an autistic 6-year-old missing since his dad lost sight… https://t.co/njPt3pBmZo"
39,-0.4939,0.138,0.862,0.0,CNN Breaking News,Thu Sep 27 16:39:28 +0000 2018,The prosecutor hired by Republicans asked Christine Blasey Ford about her fear of flying and other trips she has ta… https://t.co/8BkKrzGwwt
40,0.4404,0.0,0.879,0.121,CNN Breaking News,Thu Sep 27 15:22:23 +0000 2018,RT @CNNPolitics: Christine Blasey Ford provides what she says is her strongest memory of the incident: “Indelible in the hippocampus is the…
41,0.7169,0.0,0.794,0.206,CNN Breaking News,Thu Sep 27 15:12:19 +0000 2018,"RT @CNNPolitics: Feinstein: ""How are you so sure that it was (Kavanaugh)?”

Ford: ""The same way that I'm sure that I'm talking to you right…"
42,-0.1779,0.086,0.914,0.0,CNN Breaking News,Thu Sep 27 15:08:39 +0000 2018,"Christine Blasey Ford, her voice shaking, describes the night in the 1980s when she alleges Brett Kavanaugh sexuall… https://t.co/nKT0fTePNg"
43,0.0,0.0,1.0,0.0,CNN Breaking News,Thu Sep 27 14:54:45 +0000 2018,RT @CNNPolitics: Christine Blasey Ford details how she met Brett Kavanaugh in her opening remarks: “But the details about that night that b…
44,-0.6395,0.192,0.808,0.0,CNN Breaking News,Thu Sep 27 14:52:59 +0000 2018,RT @CNNPolitics: Christine Blasey Ford: “I am here today not because I want to be. I am terrified. I am here because I believe it is my civ…
45,0.0,0.0,1.0,0.0,CNN Breaking News,Thu Sep 27 14:43:11 +0000 2018,"Christine Blasey Ford tells a Senate panel she is ""terrified"" to testify but feels it is her ""civic duty""… https://t.co/7RsWbhvDQH"
46,0.0,0.0,1.0,0.0,CNN Breaking News,Thu Sep 27 14:38:08 +0000 2018,RT @CNNPolitics: Sen. Dianne Feinstein on why she waited to provide Christine Blasey Ford’s letter to the FBI: “I think as I make my remark…
47,-0.3612,0.122,0.878,0.0,CNN Breaking News,Thu Sep 27 14:37:39 +0000 2018,"Sen. Grassley's opening statement criticized the process leading to the hearing, took shots at Sen. Feinstein and d… https://t.co/8sbgMMdpsA"
48,0.0,0.0,1.0,0.0,CNN Breaking News,Thu Sep 27 14:21:45 +0000 2018,RT @CNNPolitics: Senate Judiciary Committee Chairman Chuck Grassley on the FBI reports conducted while vetting Brett Kavanaugh: “No where i…
49,0.0,0.0,1.0,0.0,CNN Breaking News,Thu Sep 27 14:11:00 +0000 2018,RT @CNNPolitics: Christine Blasey Ford arrives to give her testimony before the Senate Judiciary Committee https://t.co/vr3wiHSp66
50,0.34,0.092,0.756,0.151,CNN Breaking News,Thu Sep 27 14:02:58 +0000 2018,"Watch and follow live: Supreme Court nominee Brett Kavanaugh and Christine Blasey Ford, who has accused him of sexu… https://t.co/esjwi3mkfB"
51,0.0,0.0,1.0,0.0,CNN Breaking News,Thu Sep 27 13:37:39 +0000 2018,Christine Blasey Ford is set to testify. #Metoo activist and actress Alyssa Milano is in the hearing room. Follow l… https://t.co/o4bL4zea4m
52,-0.7964,0.353,0.647,0.0,CNN Breaking News,Thu Sep 27 13:02:36 +0000 2018,"Severe flooding has killed nearly 200 people in Nigeria, including a 9-year-old girl, officials say… https://t.co/dFfXYXN6tK"
53,-0.6249,0.254,0.746,0.0,CNN Breaking News,Thu Sep 27 01:10:23 +0000 2018,RT @CNNPolitics: JUST IN: Brett Kavanaugh denies two additional accusations to the Senate Judiciary Committee https://t.co/tPtfYXUA4k https…
54,0.4019,0.0,0.876,0.124,CNN Breaking News,Wed Sep 26 22:03:50 +0000 2018,The House approves a massive spending bill to fund the government. Trump must sign it by midnight Sunday to prevent… https://t.co/NLjNwMc520
55,-0.068,0.108,0.797,0.095,CNN Breaking News,Wed Sep 26 21:50:16 +0000 2018,President Trump says at news conference he may delay Rosenstein meeting and would prefer not to fire him… https://t.co/9PTZZz3TxE
56,0.0,0.0,1.0,0.0,CNN Breaking News,Wed Sep 26 21:28:24 +0000 2018,President Trump says at news conference he will watch hearings tomorrow and may change his mind on Kavanaugh… https://t.co/KEKKZBXUo3
57,0.0,0.0,1.0,0.0,CNN Breaking News,Wed Sep 26 21:27:32 +0000 2018,"RT @CNNPolitics: President Trump on the FBI investigating the Kavanaugh allegations: ""I think when you really look at it all, it's not gonn…"
58,0.5574,0.0,0.816,0.184,CNN Breaking News,Wed Sep 26 20:58:55 +0000 2018,President Trump holds a rare news conference ahead of Thursday hearings on Supreme Court nomination. Watch live:… https://t.co/TVXgoxGyfs
